employee_id_hash,company_id,tenure_years,gender,marital_status,is_permanent,performance_score,performance_rating,has_promotion,behavior_avg
6602294be910b1e3c4571bd98c4d5484,68,5,O,married,t,30.416666666666668,Average,0,99.16666666666667
6616758da438b02b8d360ad83a5b3d77,63,2,O,single,t,70.0,Good,0,95.0
66368270ffd51418ec58bd793f2d9b1b,63,11,O,married,t,63.55555555555556,Average,0,93.125
66bf858e119401396053e04633d95637,101,4,O,married,t,84.18181818181819,Good,0,97.08333333333333
66fae5b05c0f64c4d2bdcdf1ad85f7b2,81,2,O,single,t,34.666666666666664,Excellent,0,75.0
674f3c2c1a8a6f90461e8a66fb5550ba,75,1,O,single,t,91.0,Good,0,95.625
6766aa2750c19aad2fa1b32f36ed4aee,72,7,O,married,t,54.0,Need Improvement,0,83.75
679d8bbd776e0bbf3b044306c5be94ae,101,15,O,single,t,76.38461538461539,Good,0,86.66666666666666
67c6a1e7ce56d3d6fa748ab6d9af3fd7,61,15,O,married,t,91.13333333333334,Good,0,87.5
67d16d00201083a2b118dd5128dd6f59,72,7,O,married,t,61.69230769230769,Good,0,89.5
67d96d458abdef21792e6d8e590244e7,99,15,O,widow,t,91.7,Good,0,82.5
67f7fb873eaf29526a11a9b7ac33bfac,63,8,O,married,t,68.25,Need Improvement,0,70.0
68264bdb65b97eeae6788aa3348e553c,76,6,O,married,t,112.42857142857143,Excellent,0,74.17261904761905
68a83eeb494a308fe5295da69428a507,81,12,O,married,t,93.91666666666667,Good,0,100.0
6915849303a3fe93657587cb9c469f00,82,17,O,married,t,91.78571428571429,Good,0,98.0
6a10bbd480e4c5573d8f3af73ae0454b,72,5,O,single,t,84.23076923076923,Good,0,86.66666666666666
6a61d423d02a1c56250dc23ae7ff12f3,81,15,O,married,t,69.44444444444444,Good,0,100.0
6aca97005c68f1206823815f66102863,70,7,O,married,t,77.75,Average,0,91.25
6c468ec5a41d65815de23ec1d08d7951,74,2,O,single,t,100.0,Excellent,0,96.25
6c7cd904122e623ce625613d6af337c4,69,1,O,single,t,84.0,Average,0,80.0
6c8dba7d0df1c4a79dd07646be9a26c8,81,9,O,married,t,64.76923076923077,Average,0,99.16666666666667
6cfe0e6127fa25df2a0ef2ae1067d915,96,16,O,married,t,45.8,Good,0,90.0
6d70cb65d15211726dcce4c0e971e21c,72,9,O,married,t,118.5,Need Improvement,0,99.0625
6dbbe6abe5f14af882ff977fc3f35501,81,3,O,married,t,87.1,Good,0,94.0
6dff2291fe2e822de2e8068a182c4759,82,2,O,married,t,99.5,Good,1,93.125
6e616e79d491ba42638558caf0364003,66,16,O,married,t,80.0,,0,70.0
6e66329891cbb9adb1966e44379cfadf,81,3,O,married,t,82.5,Average,0,84.375
6e8404c3b93a9527c8db241a1846599a,101,1,O,single,t,94.5,Good,0,93.5
6e923226e43cd6fac7cfe1e13ad000ac,101,1,O,single,t,78.0,Good,0,96.42857142857142
6eb6e75fddec0218351dc5c0c8464104,81,12,O,married,t,59.44444444444444,Average,0,100.0
6f2268bd1d3d3ebaabb04d6b5d099425,77,20,O,married,t,42.0,Need Improvement,0,74.9925925925926
6f611188ad4a81ffc2edab83b0705d76,82,6,O,single,t,92.76923076923077,Good,0,90.625
6fe43269967adbb64ec6149852b5cc3e,81,2,O,single,t,77.0,Average,0,98.33333333333334
7070f9088e456682f0f84f815ebda761,101,2,O,single,t,91.5,Good,0,94.16666666666666
70fc5f043205720a49d973d280eb83e7,82,10,O,married,t,92.7,Excellent,0,96.25
71463aaacf046fa24e7dfa4558607545,66,1,O,married,f,34.25,Average,0,70.0
71d7232b9fed020ca23729017873089e,101,11,O,married,t,80.6923076923077,Good,0,89.0
7261925973c9bf0a74d85ae968a57e5f,66,7,O,single,t,67.18181818181819,Excellent,1,95.5
72bcba983cd3b0bf1d4251311d8b3772,82,1,O,married,t,90.0,Good,0,90.0
740a02d0786a4239a62076f650cd26da,101,3,O,married,t,81.0,Good,0,97.0
744878fbdd26871c594f57ca61733e09,63,3,O,single,t,56.25,Average,0,86.0
74791edf1f8e8b8289a5067737630874,101,15,O,married,t,84.91666666666667,Good,0,97.5
747c1bcceb6109a4ef936bc70cfe67de,82,3,O,married,f,89.41666666666667,Excellent,1,100.0
7553e94d39fd4649ff75386a83ed3789,82,14,O,married,t,83.54545454545455,Good,0,83.75
7612936dcc85282c6fa4dd9d4ffe57f1,101,5,O,married,t,90.38461538461539,Good,1,90.83333333333333
761e6675f9e54673cc778e7fdb2823d2,65,8,O,single,t,74.9090909090909,Good,0,94.375
76383b34503afb0508f8364787c55800,76,0,O,single,t,120.0,Excellent,0,85.0
764a9f2462bf088af07b6ae6c107e62c,82,2,O,single,t,78.66666666666667,Excellent,0,91.875
766ebcd59621e305170616ba3d3dac32,70,9,O,married,t,92.77777777777777,Average,0,70.0
76cf99d3614e23eabab16fb27e944bf9,81,11,O,single,t,63.888888888888886,Average,0,90.3125
77ef24b42fcecae4ba74fa68137f3e43,101,0,O,single,t,87.0,Good,0,85.0
7810ccd41bf26faaa2c4e1f20db70a71,81,18,O,married,t,93.27272727272727,Average,0,45.0
781397bc0630d47ab531ea850bddcf63,101,17,O,married,t,87.23076923076923,Good,0,90.0
788d986905533aba051261497ecffcbb,77,12,O,married,t,64.9090909090909,Good,0,96.25
795c7a7a5ec6b460ec00c5841019b9e9,65,8,O,married,t,92.375,Good,0,83.125
7967cc8e3ab559e68cc944c44b1cf3e8,63,2,O,single,t,98.0,Good,0,88.0
79e785d63f00348ff360d5a86528580b,76,3,O,single,t,127.375,Excellent,1,86.75
7a9a322cbe0d06a98667fdc5160dc6f8,70,3,O,single,t,62.0,Need Improvement,1,91.25
7aa685b3b1dc1d6780bf36f7340078c9,82,4,O,married,t,211.28571428571428,Excellent,1,100.0
7bcdf75ad237b8e02e301f4091fb6bc8,75,8,O,married,t,82.125,Good,0,90.9375
7c05147f3029c97ce26c0cb0b2469fca,76,1,O,single,t,40.22222222222222,Excellent,0,71.25
7ce3284b743aefde80ffd9aec500e085,65,6,O,single,f,70.7,Excellent,0,95.0
7d2a383e54274888b4b73b97e1aaa491,82,16,O,married,t,84.81818181818181,Excellent,0,98.75
7d571e5c15bad5ef8c4352ce7a1d9e78,101,15,O,married,t,106.15384615384616,Excellent,0,94.5
7da18d0326a9f46a4817e19c805819ae,82,12,O,single,t,90.33333333333333,Good,0,91.875
7e3315fe390974fcf25e44a9445bd821,81,3,O,single,t,91.0,Good,1,80.0
7e8750d4a701596732953c160d2ae096,63,2,O,single,t,83.25,Good,0,91.66666666666667
7ec3b3cf674f4f1d23e9d30c89426cce,101,9,O,married,t,57.5,Good,0,92.85714285714286
7ec69dd44416c46745f6edd947b470cd,101,1,O,single,t,81.33333333333333,Good,0,97.5
7f24d240521d99071c93af3917215ef7,96,10,O,married,t,72.2,Good,0,89.375
7fa215c9efebb3811a7ef58409907899,101,14,O,married,t,82.3076923076923,Good,0,89.16666666666667
7fe1f8abaad094e0b5cb1b01d712f708,63,6,O,single,t,156.14285714285714,Need Improvement,1,87.5
8065d07da4a77621450aa84fee5656d9,67,6,O,married,t,79.42857142857143,Good,0,100.0
80f2f15983422987ea30d77bb531be86,64,1,O,single,t,63.75,Good,0,97.08333333333334
812214fb8e7066bfa6e32c626c2c688b,82,4,O,married,t,97.9,Good,1,90.83333333333334
81448138f5f163ccdba4acc69819f280,75,18,O,married,t,115.25,Excellent,0,82.24603174603173
8153349b1eb6f6c01622d4f395993bfe,74,1,O,married,t,100.0,Excellent,0,97.08333333333334
81dc9bdb52d04dc20036dbd8313ed055,96,7,O,married,t,78.16666666666667,Excellent,0,75.0
81e3225c6ad49623167a4309eb4b2e75,76,1,O,married,t,110.0,Good,0,95.55555555555556
81e5f81db77c596492e6f1a5a792ed53,81,9,O,married,t,86.54545454545455,Average,0,95.83333333333334
821fa74b50ba3f7cba1e6c53e8fa6845,63,12,O,married,t,54.142857142857146,Need Improvement,0,92.5
828c3938b662961ed8f775ed638b97f2,82,1,O,single,t,73.0,Excellent,0,88.33333333333333
82c2559140b95ccda9c6ca4a8b981f1e,81,11,O,married,t,87.33333333333333,Good,0,95.5
82f2b308c3b01637c607ce05f52a2fed,77,7,O,married,t,78.3,Good,0,100.0
834a3bd235bca0caa53141f2ebc30438,82,11,O,married,t,70.23076923076923,Need Improvement,0,88.0
8383f931b0cefcc631f070480ef340e1,75,1,O,married,t,56.0,Good,0,87.5
838e8afb1ca34354ac209f53d90c3a43,81,11,O,married,t,84.91666666666667,Good,0,90.0
83a100ec3c2c30751156cea2d60aacbe,66,1,O,single,t,73.28571428571429,Good,0,76.25
83fa5a432ae55c253d0e60dbfa716723,72,12,O,married,t,88.0,Good,0,88.75
85422afb467e9456013a2a51d4dff702,64,4,O,married,t,72.07142857142857,Good,1,98.75
85f3375756047fba207ce9b85780313b,69,3,O,married,t,88.33333333333333,Excellent,0,79.0
85fc37b18c57097425b52fc7afbb6969,96,8,O,married,t,72.66666666666667,Average,0,86.25
860320be12a1c050cd7731794e231bd3,67,4,O,married,t,32.5,Average,1,90.0
86098ef82c97fa789a47a8d2e8800794,101,13,O,married,t,79.3076923076923,Average,0,91.66666666666667
86a2f353e1e6692c05fe83d6fc79cf9d,68,3,O,single,t,90.5,Good,0,88.75
86b122d4358357d834a87ce618a55de0,78,5,O,married,t,73.875,Excellent,1,98.125
86ba98bcbd3466d253841907ba1fc725,82,0,O,single,t,28.0,,0,85.5
86edc93505434db5aa0e091e50e678b7,67,1,O,married,t,37.666666666666664,Average,0,95.0
872488f88d1b2db54d55bc8bba2fad1b,103,16,O,married,t,49.666666666666664,Need Improvement,0,69.36111111111111
8757150decbd89b0f5442ca3db4d0e0e,76,6,O,married,t,96.5,Need Improvement,0,75.21291666666666
8767bccb1ff4231a9962e3914f4f1f8f,63,0,O,single,t,187.33333333333334,Good,0,87.5
876e8108f87eb61877c6263228b67256,101,0,O,single,t,86.0,Excellent,0,78.75
87ae6fb631f7c8a627e8e28785d9992d,101,8,O,married,t,100.3076923076923,Good,0,98.75
882735cbdfd9f810814d17892ae50023,82,12,O,married,t,88.71428571428571,Excellent,0,100.0
883e881bb4d22a7add958f2d6b052c9f,65,8,O,married,t,78.6,Good,0,88.05555555555554
884ce4bb65d328ecb03c598409e2b168,81,18,O,married,t,67.16666666666667,Average,0,93.75
88bade49e98db8790df275fcebb37a13,68,2,O,married,t,274.5,Good,0,92.5
898aef0932f6aaecda27aba8e9903991,82,18,O,married,t,72.07142857142857,Good,0,82.5
89fcd07f20b6785b92134bd6c1d0fa42,68,12,O,married,t,44.8,Good,0,96.25
8a4488c177d9dc8c3da7c745c89ca214,81,1,O,single,t,77.66666666666667,Excellent,0,86.25
8bd2c3f7fd5b165b470beb1cc83071ab,63,1,O,single,t,63.333333333333336,Excellent,0,85.0
8c6744c9d42ec2cb9e8885b54ff744d0,103,7,O,single,t,69.66666666666667,Good,0,96.25
8cb22bdd0b7ba1ab13d742e22eed8da2,81,6,O,single,t,71.0,Good,1,94.375
8cbe9ce23f42628c98f80fa0fac8b19a,101,3,O,married,t,90.64285714285714,Good,0,90.3125
8d317bdcf4aafcfc22149d77babee96d,66,20,O,married,t,62.714285714285715,Average,0,84.375
8d9a6e908ed2b731fb96151d9bb94d49,101,16,O,married,t,92.3076923076923,Good,0,88.0
8da57fac3313174128cc5f13328d4573,101,2,O,married,t,86.125,Good,0,96.66666666666667
8db1d4a631a6e9a24e2c0e842e1f1772,67,1,O,married,t,46.5,Good,0,100.0
8dcf2420e78a64333a59674678fb283b,82,20,O,married,t,88.0,Excellent,0,90.83333333333333
8df707a948fac1b4a0f97aa554886ec8,77,16,O,married,t,97.375,Good,0,100.0
8e296a067a37563370ded05f5a3bf3ec,59,16,O,married,t,50.583333333333336,Average,0,82.5
8e2cfdc275761edc592f73a076197c33,81,12,O,married,t,97.81818181818181,Excellent,0,93.33333333333333
8f468c873a32bb0619eaeb2050ba45d1,82,8,O,married,t,58.18181818181818,Good,0,90.0
90415f9b8d0fe2da891b58a2dab18f8d,81,1,O,single,t,87.2,Average,0,60.0
905056c1ac1dad141560467e0a99e1cf,81,15,O,married,t,85.75,Good,0,99.5
912d2b1c7b2826caf99687388d2e8f7c,66,13,O,married,t,71.4375,Average,0,94.5
91e82999cf7e45da1070ebd673690716,98,2,O,single,t,101.0,Good,0,87.8611111111111
922073b18844540f8fe447c3e93a25b7,98,2,O,married,t,123.0,Excellent,0,86.25
9232fe81225bcaef853ae32870a2b0fe,67,8,O,married,t,69.875,Good,0,99.0
92977ae4d2ba21425a59afb269c2a14e,67,15,O,married,t,50.81818181818182,Good,0,85.0
92dfa194391a59dc65b88b704599dbd6,75,2,O,single,t,80.57142857142857,Good,0,94.6875
9308b0d6e5898366a4a986bc33f3d3e7,101,16,O,married,t,94.07692307692308,Average,0,95.83333333333334
93d65641ff3f1586614cf2c1ad240b6c,72,12,O,married,t,82.25,Average,0,80.0
93fb9d4b16aa750c7475b6d601c35c2c,81,14,O,married,t,77.71428571428571,Average,0,98.75
94130ea17023c4837f0dcdda95034b65,70,2,O,married,t,76.75,Good,0,87.5
9425be43ba92c2b4454ca7bf602efad8,82,16,O,married,t,91.58333333333333,Good,0,91.66666666666667
9426c311e76888b3b2368150cd05f362,101,8,O,married,t,78.92857142857143,Good,0,95.5
943aa0fcda4ee2901a7de9321663b114,82,16,O,married,t,82.41666666666667,Good,0,100.0
943b5fd1ef60d3a4db537af4a4d0c802,82,17,O,married,t,76.33333333333333,Need Improvement,0,90.0
94b087da83ceb5fe6f1a13150f8c0471,63,1,O,single,t,22.333333333333332,Need Improvement,0,92.5
94ef7214c4a90790186e255304f8fd1f,101,14,O,married,t,68.3529411764706,Excellent,0,91.0
9529fbba677729d3206b3b9073d1e9ca,81,10,O,married,t,63.0,Excellent,0,53.423611111111114
95c9d994f8d75d4d60f8bb8f25902339,101,16,O,married,t,104.5,Excellent,0,96.0
9649dec6196d730c5e024f204477d8d1,101,14,O,married,t,64.3529411764706,Good,0,90.83333333333333
96bf57c6ff19504ff145e2a32991ea96,82,1,O,married,t,22.5,Good,0,100.0
97250eb3250c1fa40a321076d5be217d,101,10,O,married,t,83.07142857142857,Good,0,93.125
97af07a14cacba681feacf3012730892,63,3,O,married,t,44.8,Average,0,90.0
97af4fb322bb5c8973ade16764156bed,81,11,O,married,t,72.5,Good,0,97.5
97f081d3b1b352e9d1aaa2225dd6bb16,101,12,O,single,t,76.84615384615384,Average,0,90.0
9854d7afce413aa13cd0a1d39d0bcec5,101,16,O,married,t,84.92307692307692,Average,0,91.66666666666667
98b297950041a42470269d56260243a1,63,17,O,married,t,74.72727272727273,Excellent,0,88.75
98c56bce74669e2e4e7a9fc1caa8c326,98,3,O,married,t,135.33333333333334,Excellent,0,88.57142857142857
98ed99f6e48755fa5aeafc04675a7e67,75,2,O,single,t,91.75,Need Improvement,0,96.25
991327d63593b0ba2c45618bf81f6a64,82,3,O,single,t,92.55555555555556,Excellent,1,100.0
996a7fa078cc36c46d02f9af3bef918b,70,13,O,married,t,85.6923076923077,Good,0,63.57738095238096
99b410aa504a6f67da128d333896ecd4,77,1,O,married,t,96.0,Good,0,97.5
9a02387b02ce7de2dac4b925892f68fb,64,15,O,single,t,46.0,Good,0,89.53125
9a32ff36c65e8ba30915a21b7bd76506,82,13,O,married,t,94.63636363636364,Excellent,0,90.0
9a3d458322d70046f63dfd8b0153ece4,81,26,O,married,t,95.33333333333333,Excellent,0,96.25
9a3f263a5e5f63006098a05cd7491997,101,3,O,single,t,94.54545454545455,Good,0,97.5
9ac403da7947a183884c18a67d3aa8de,72,10,O,married,t,34.125,Need Improvement,0,86.42857142857144
9adeb82fffb5444e81fa0ce8ad8afe7a,81,17,O,married,t,77.57142857142857,Average,0,84.5
9b523b0c92185f39a0da77a82c51b46a,82,3,O,single,t,89.63636363636364,Good,1,90.83333333333333
9b698eb3105bd82528f23d0c92dedfc0,74,4,O,married,t,83.0,Need Improvement,0,100.0
9b72e31dac81715466cd580a448cf823,68,6,O,married,f,82.0,Good,0,91.78571428571428
9b89bedda1fc8a2d88c448e361194f02,66,1,O,married,t,0.0,Need Improvement,0,90.16666666666667
9b8f0779badbad3b46d6718ee95a68ff,101,12,O,single,t,85.61538461538461,Good,0,86.25000000000001
9b91d245c953f54a7f10aba72a4d0022,81,0,O,single,t,77.0,Average,0,85.0
9c01802ddb981e6bcfbec0f0516b8e35,82,8,O,married,t,59.45454545454545,Good,0,90.0
9cc138f8dc04cbf16240daa92d8d50e2,74,12,O,married,t,86.28571428571429,Excellent,0,94.16666666666667
9cd78264cf2cd821ba651485c111a29a,82,0,O,married,t,0.0,,0,90.0
9ceee7501ba30946fab8728aec06a9f5,101,2,O,single,t,94.875,Excellent,0,99.16666666666667
9cf742e94f29f454ac42ff68f37d5cc4,101,5,O,married,t,91.15384615384616,Good,1,96.0
9d068c869fd3e03fc606ec297fcd00be,101,9,O,married,t,84.64285714285714,Good,0,99.375
9d752cb08ef466fc480fba981cfa44a1,82,13,O,married,t,90.64285714285714,Excellent,0,100.0
9d949c3d8baa0f9df6f22c4661946a61,82,13,O,married,t,86.0,Good,0,97.5
9fe77ac7060e716f2d42631d156825c0,82,16,O,married,t,68.29411764705883,Excellent,0,90.9375
a081c174f5913958ba8c6443bacffcb9,67,1,O,widow,t,43.333333333333336,Average,0,95.0
a0dc078ca0d99b5ebb465a9f1cad54ba,82,2,O,married,t,84.71428571428571,Good,0,95.0
a18630ab1c3b9f14454cf70dc7114834,82,12,O,married,t,90.91666666666667,Good,0,92.5
a2232b5b6b17429cdff8ddc2f14ea8c9,82,1,O,single,t,92.0,Good,0,99.16666666666667
a284df1155ec3e67286080500df36a9a,81,12,O,married,t,77.66666666666667,Need Improvement,0,93.75
a3048e47310d6efaa4b1eaf55227bc92,101,16,O,married,t,75.23076923076923,Good,0,89.0
a34bacf839b923770b2c360eefa26748,76,12,O,single,t,110.85714285714286,Excellent,0,86.875
a376802c0811f1b9088828288eb0d3f0,98,10,O,married,t,113.4,Good,0,87.34375
a3d68b461bd9d3533ee1dd3ce4628ed4,64,9,O,married,t,55.0,Excellent,0,96.25
a4a8a31750a23de2da88ef6a491dfd5c,82,2,O,married,t,77.6,Excellent,0,90.0
a4d2f0d23dcc84ce983ff9157f8b7f88,81,17,O,widow,t,82.3,Good,0,94.58333333333333
a50abba8132a77191791390c3eb19fe7,81,15,O,married,t,71.9,Good,0,95.0
a569398d13eb87b14276380d2921ddbc,63,0,O,single,t,57.0,Excellent,0,90.0
a577dad7e00eaad256c112c836f55b11,101,0,O,single,t,86.5,Good,0,96.66666666666667
a58149d355f02887dfbe55ebb2b64ba3,81,14,O,married,t,71.33333333333333,Good,0,88.125
a58337d1b8c98bf3225186673be3407b,82,1,O,single,t,46.5,Good,0,82.5
a58616464d14208b2677a084f5d7456f,82,8,O,married,t,83.6923076923077,Excellent,0,91.25
a5cdd4aa0048b187f7182f1b9ce7a6a7,66,12,O,married,t,64.75,Average,0,80.0
a64c94baaf368e1840a1324e839230de,65,12,O,married,t,162.77777777777777,Average,0,78.80555555555556
a714ec6796f638ba4d5792f78dccd134,82,3,O,single,t,94.22222222222223,Excellent,1,95.71428571428571
a753a43564c29148df3150afb4475440,101,2,O,married,t,103.41666666666667,Good,0,95.0
a760880003e7ddedfef56acb3b09697f,63,19,O,single,t,102.8,Excellent,0,79.06967592592592
a821a161aa4214f5ff5b8ca372960ebb,81,17,O,married,t,79.33333333333333,Good,0,73.52291666666667
a89b71bb5227c75d463dd82a03115738,63,2,O,widow,t,66.2,Good,0,99.375
a8abb4bb284b5b27aa7cb790dc20f80b,63,7,O,widow,t,58.57142857142857,Need Improvement,0,90.0
a8badd37c221a3f19d9ad0ac2196849a,101,16,O,married,t,71.8,Average,0,94.28571428571429
a8ed71126b12732b838cee58de4efe3f,101,2,O,married,t,76.0,Average,0,86.42857142857142
a9078e8653368c9c291ae2f8b74012e7,81,13,O,married,t,69.9,Average,0,90.0
a928731e103dfc64c0027fa84709689e,101,17,O,married,t,87.15384615384616,Good,0,91.07142857142858
a957aa96221d0b7cb99ab072eaed7bf9,81,0,O,married,t,108.0,Excellent,0,80.0
a9a1d5317a33ae8cef33961c34144f84,70,11,O,married,t,101.0,Excellent,0,74.16666666666667
a9eb812238f753132652ae09963a05e9,81,7,O,married,t,87.9090909090909,Good,0,78.125
aa0d2a804a3510442f2fd40f2100b054,101,2,O,single,t,92.6,Good,0,90.5
aac933717a429f57c6ca58f32975c597,63,3,O,single,t,82.0,Average,0,84.16666666666667
ab8df9f7733db5611fd53748f1db282e,101,5,O,married,t,91.76923076923077,Good,0,96.66666666666667
ab9ebd57177b5106ad7879f0896685d4,63,0,O,single,t,46.0,Average,0,78.75
aba3b6fd5d186d28e06ff97135cade7f,77,8,O,single,t,82.5,Good,0,82.5
abd815286ba1007abfbb8415b83ae2cf,72,11,O,married,t,68.53846153846153,Average,0,73.53333333333333
abec16f483abb4f1810ca029aadf8446,101,6,O,married,f,82.76923076923077,Good,1,87.08333333333333
ac0b236e346da355400a90fcc7e28be6,77,3,O,single,t,93.0,Good,0,97.5
ac27b77292582bc293a51055bfc994ee,82,2,O,single,t,93.66666666666667,Good,0,96.94444444444444
ac52c626afc10d4075708ac4c778ddfc,101,9,O,single,t,85.3076923076923,Excellent,0,88.0
ac9edbbe0533cef12e50fd6fb6cfde52,82,2,O,married,t,91.16666666666667,Good,0,90.83333333333334
acaa23f71f963e96c8847585e71352d6,82,0,O,single,t,90.0,Good,0,88.75
ad5ab36761669d6eadbaee691c4a1d22,76,1,O,single,t,120.0,Excellent,0,89.58333333333334
add5aebfcb33a2206b6497d53bc4f309,69,1,O,single,t,90.0,Good,0,93.75
adf8d7f8c53c8688e63a02bfb3055497,101,7,O,married,t,88.42857142857143,Good,0,88.5
aea94dc1e6d1dd330cbc2c4a480934d6,82,4,O,married,t,80.35714285714286,Good,1,96.875
af1b5754061ebbd4412adfb34c8d3534,101,13,O,married,t,61.06666666666667,Average,0,91.42857142857143
af4f00ca48321fb026865c5a1772dafd,82,0,O,married,t,0.0,,0,79.16666666666667
afa299a4d1d8c52e75dd8a24c3ce534f,101,15,O,married,t,106.23076923076923,Excellent,0,96.66666666666667
b056eb1587586b71e2da9acfe4fbd19e,66,8,O,married,t,77.64285714285714,Average,0,85.0
b085c4fa543afe32970749f5e2bcdc6a,101,12,O,married,t,96.53846153846153,Good,0,91.0
b137fdd1f79d56c7edf3365fea7520f2,59,20,O,married,t,53.25,Need Improvement,0,60.01515151515151
b28d7c6b6aec04f5525b453411ff4336,82,3,O,single,t,90.72727272727273,Good,1,93.75
b2eeb7362ef83deff5c7813a67e14f0a,70,13,O,married,t,54.875,Average,0,92.5
b2f627fff19fda463cb386442eac2b3d,70,9,O,married,t,67.92857142857143,Good,0,95.0
b337e84de8752b27eda3a12363109e80,63,4,O,married,t,68.88888888888889,Excellent,0,90.0
b495ce63ede0f4efc9eec62cb947c162,81,11,O,married,t,99.0909090909091,Good,0,92.5
b49d4455d64520060ac01fb5a3c757e4,101,2,O,single,t,74.7,Average,0,85.00000000000001
b51a15f382ac914391a58850ab343b00,81,19,O,married,t,67.8,Good,0,95.0
b56b7c12f20e05664ec7674d075c5fc0,82,1,O,married,t,84.0,Good,0,82.5
b571ecea16a9824023ee1af16897a582,81,12,O,married,t,78.71428571428571,Average,0,93.75
b607aa5b2fd58dd860bfb55619389982,63,4,O,married,t,599.0,Excellent,0,100.0
b607ba543ad05417b8507ee86c54fcb7,82,19,O,married,t,76.53846153846153,Excellent,0,90.5
b64a70760bb75e3ecfd1ad86d8f10c88,76,3,O,married,t,89.42857142857143,Good,0,87.5
b67fb3360ae5597d85a005153451dd4e,82,10,O,widower,t,53.9375,Good,0,83.75
b7bb35b9c6ca2aee2df08cf09d7016c2,74,16,O,single,t,104.16666666666667,Excellent,0,73.15079365079366
b7ee6f5f9aa5cd17ca1aea43ce848496,78,15,O,married,t,0.0,,0,74.24791666666667
b85d65c39e12a5515c19fd72b6f48199,82,13,O,married,t,64.57142857142857,Good,0,91.5
ba2030d9a88b7db99edb3da67200167c,101,1,O,widow,t,81.75,Average,0,84.16666666666667
ba2f0015122a5955f8b3a50240fb91b2,78,2,O,single,t,37.333333333333336,Excellent,0,87.1875
bb7946e7d85c81a9e69fee1cea4a087c,81,14,O,married,t,75.28571428571429,Average,0,97.5
bd4d08cd70f4be1982372107b3b448ef,69,1,O,married,t,95.33333333333333,Excellent,0,90.83333333333334
bdc363788b2b48c031bf406cf15aa252,81,2,O,married,t,89.0,Excellent,0,88.75
be3b0b544433b768685e3436621590ff,101,2,O,married,t,74.27272727272727,Good,0,93.25
bf62768ca46b6c3b5bea9515d1a1fc45,66,9,O,married,t,72.0,Excellent,0,73.75
c09f9caf5e08836d4673ccdd69bb041e,82,17,O,married,t,90.0,Good,0,86.66666666666667
c0c7c76d30bd3dcaefc96f40275bdc0a,1,9,O,married,t,93.3125,Excellent,0,99.28571428571428
c0f168ce8900fa56e57789e2a2f2c9d0,78,4,O,married,t,57.625,Average,1,98.75
c12d1f7cc7c4b41a125b5752d1238b03,101,7,O,married,t,94.76923076923077,Excellent,0,99.16666666666667
c203d8a151612acf12457e4d67635a95,63,12,O,married,t,49.0,Excellent,0,94.16666666666666
c2368d3d45705a56e51ec5940e187f8d,64,1,O,single,t,60.714285714285715,Good,0,85.0
c255c05246a081654a0267cbb725f5a7,81,7,O,single,t,81.45454545454545,Good,0,74.02777777777777
c2626d850c80ea07e7511bbae4c76f4b,83,12,O,married,t,72.0,Average,0,100.0
c2890d44d06bafb6c7b4aa194857ccbc,75,14,O,married,t,85.66666666666667,Average,0,96.66666666666667
c2aee86157b4a40b78132f1e71a9e6f1,75,14,O,married,t,81.81818181818181,Excellent,0,88.75
c361bc7b2c033a83d663b8d9fb4be56e,70,10,O,married,t,24.0,Need Improvement,0,100.0
c36b1132ac829ece87dda55d77ac06a4,101,18,O,married,t,89.84615384615384,Good,0,78.64583333333333
c3992e9a68c5ae12bd18488bc579b30d,70,10,O,married,t,81.9090909090909,Excellent,0,96.66666666666667
c4015b7f368e6b4871809f49debe0579,64,7,O,married,t,56.75,Good,0,96.5625
c457d7ae48d08a6b84bc0b1b9bd7d474,78,3,O,married,t,57.857142857142854,Excellent,1,99.375
c460dc0f18fc309ac07306a4a55d2fd6,82,1,O,single,t,92.5,Good,0,88.75
c4ca4238a0b923820dcc509a6f75849b,1,15,O,single,t,21.444444444444443,Need Improvement,0,54.58333333333333
c54e7837e0cd0ced286cb5995327d1ab,81,17,O,married,t,74.11111111111111,Excellent,0,93.125
c56a022b15250525f8b9bdfc41a13152,101,10,O,single,t,88.3076923076923,Good,0,89.16666666666666
c5ab6cebaca97f7171139e4d414ff5a6,98,2,O,married,t,112.6,Excellent,0,90.55555555555556
c70daf247944fe3add32218f914c75a6,81,13,O,married,t,74.42857142857143,Average,0,98.0
c850371fda6892fbfd1c5a5b457e5777,81,19,O,married,t,91.76923076923077,Good,0,86.66666666666666
c8ed21db4f678f3b13b9d5ee16489088,77,8,O,married,t,61.214285714285715,Good,0,96.25
c900ced7451da79502d29aa37ebb7b60,82,1,O,single,t,90.6,Excellent,0,100.0
ca172e964907a97d5ebd876bfdd4adbd,82,3,O,married,t,75.9,Average,0,93.33333333333333
ca8155f4d27f205953f9d3d7974bdd70,65,15,O,married,t,81.1,Good,0,93.0
caa89215e67b35d504b99a0b22f1c56d,101,2,O,single,t,61.6,Good,0,88.33333333333333
cacbf64b8a464fa1974da1eb0aa92851,82,1,O,single,t,90.0,Good,0,95.0
cb41f167917ec4b8d870a90c54afef7d,82,1,O,married,t,95.5,Good,0,95.0
cb5f984421c93f1efb42b53a43f83c3a,101,7,O,single,t,92.84615384615384,Good,0,96.66666666666667
